Categorie,Vraag NL,Antwoord,Bron EN,Status,excel_row
"Filosofie, psychologie en religie",Hoeveel avatars heeft Vishnu volgens de Hindoe traditie?,10,,nieuw-2026-09,1226
"Filosofie, psychologie en religie",Hoeveel keer per dag bidden moslims volgens de vijf pilaren van de islam?,5,,nieuw-2026-09,1227
"Filosofie, psychologie en religie",Hoeveel dagen duurt de Ramadan per jaar (maanmaand afgerond op tientallen)?,30,,nieuw-2026-09,1228
"Filosofie, psychologie en religie",Hoeveel pelgrims bezoeken Mekka jaarlijks bij benadering (in miljoenen)?,2,,nieuw-2026-09,1229
Eten & drinken,Hoeveel soorten sushi wordt er klassiek onderscheiden in Japan (hoofdtypes)?,5,,nieuw-2026-09,1230
Eten & drinken,Hoeveel calorieën bevat een portie Pad Thai afgerond op tientallen?,700,,nieuw-2026-09,1231
Eten & drinken,Hoeveel kruiden bevat de klassieke Chinese Five-Spice?,5,,nieuw-2026-09,1232
Eten & drinken,Hoeveel soorten curry bevat de Indiase keuken bij benadering (in tientallen)?,30,,nieuw-2026-09,1233
Muziek,Hoeveel snaarinstrumenten bevat de klassieke Japanse koto-ensemble van hoort?,13,,nieuw-2026-09,1234
Muziek,Hoeveel snaren heeft een klassieke Japanse koto?,13,,nieuw-2026-09,1235
Muziek,Hoeveel snaren heeft de Indiase sitar bij benadering (in tientallen)?,20,,nieuw-2026-09,1236
Muziek,Hoeveel snaren heeft de klassieke Chinese guzheng bij benadering (in tientallen)?,20,,nieuw-2026-09,1237
Dieren,Hoeveel vlekken heeft een klassieke Bengaalse tijger bij benadering (in tientallen)?,100,,nieuw-2026-09,1238
Dieren,Hoeveel kilogram weegt een volwassen Aziatische olifant afgerond op duizendtallen?,4000,,nieuw-2026-09,1239
Dieren,Hoeveel kilogram weegt een volwassen Bengaalse tijger afgerond op honderdtallen?,200,,nieuw-2026-09,1240
Dieren,Hoeveel soorten dieren bevat de Chinese zodiac?,12,,nieuw-2026-09,1241
Dieren,Hoeveel pagodavormige heuvels heeft de klassieke Chinese berg Huangshan bij benadering (in tientallen pieken)?,70,,nieuw-2026-09,1242
Sterrenkunde & ruimte,Hoeveel maanmissies naar de maan (Chang e-programma) lanceerde China?,6,,nieuw-2026-09,1243
Sterrenkunde & ruimte,Hoeveel satellieten lanceerde India in één enkele raket als record (2017)?,104,,nieuw-2026-09,1244
Technologie,In welk jaar werd de Toyota motorfiets eerste gebouwd - nee Toyota is auto (1885 Daimler - dit zit niet in Azië)?,0,,nieuw-2026-09,1245
Technologie,In welk jaar werd Sony opgericht?,1946,,nieuw-2026-09,1246
Technologie,In welk jaar werd Samsung opgericht?,1938,,nieuw-2026-09,1247
Technologie,In welk jaar werd Toyota opgericht als automerk?,1937,,nieuw-2026-09,1248
Technologie,In welk jaar lanceerde Japan de Shinkansen hogesnelheidstrein?,1964,,nieuw-2026-09,1249
Technologie,Hoeveel kilometer per uur rijdt de Shanghai Maglev trein (afgerond op tientallen)?,430,,nieuw-2026-09,1250
Politiek en recht,Hoeveel leden telt de ASEAN-organisatie (2024)?,10,,nieuw-2026-09,1251
Politiek en recht,Hoeveel leden telt de SAARC organisatie?,8,,nieuw-2026-09,1252
Politiek en recht,Hoeveel provincies heeft Indonesië (2024)?,38,,nieuw-2026-09,1253
Politiek en recht,Hoeveel emiraten heeft Saoedi-Arabië als koninkrijk in bestuurlijke regio (provincies)?,13,,nieuw-2026-09,1254
Politiek en recht,Hoeveel Chinezen wonen er in China bij benadering (in miljarden afgerond op halve)?,1,,nieuw-2026-09,1255
Politiek en recht,Hoeveel Indiërs wonen er in India bij benadering (in miljarden)?,1,,nieuw-2026-09,1256
Geografie,Hoeveel landen liggen er aan de Middellandse Zee (Noord-Afrika + Europa + Azië)?,22,,nieuw-2026-09,1257
Geografie,Hoeveel Afrikaanse landen grenzen aan de Middellandse Zee?,6,,nieuw-2026-09,1258
Geografie,Hoeveel Afrikaanse landen grenzen aan de Atlantische Oceaan bij benadering (in tientallen afgerond)?,20,,nieuw-2026-09,1259
Geografie,Hoeveel kilometer lang is de Nijl rivier bij benadering (in duizenden km afgerond)?,7,,nieuw-2026-09,1260
Geografie,Hoeveel landen heeft de Nijl als bron of doorstroom bij benadering (in tientallen afgerond)?,10,,nieuw-2026-09,1261
Geografie,Hoeveel vierkante kilometer beslaat de Sahara bij benadering (in miljoenen km² afgerond)?,9,,nieuw-2026-09,1262
Geografie,Hoeveel landen heeft de Sahara deels in zijn gebied bij benadering (in tientallen afgerond)?,10,,nieuw-2026-09,1263
Geografie,Hoeveel meter hoog is de Kilimanjaro (Uhuru Peak) afgerond op honderdtallen?,5900,,nieuw-2026-09,1264
Geografie,Hoeveel kilometer lang is de Kalahari woestijn bij benadering (in honderden km afgerond)?,900,,nieuw-2026-09,1265
Geografie,Hoeveel landen telt de Sahel-regio bij benadering (in tientallen afgerond)?,10,,nieuw-2026-09,1266
Geografie,Hoeveel eilandstaten telt Afrika?,6,,nieuw-2026-09,1267
Gebouwen en infrastructuur,Hoeveel meter hoog is de Grote Piramide van Gizeh afgerond op tientallen?,140,,nieuw-2026-09,1268
Gebouwen en infrastructuur,Hoeveel meter hoog is de Toren van Caïro (Cairo Tower) afgerond op tientallen?,190,,nieuw-2026-09,1269
Gebouwen en infrastructuur,Hoeveel piramides telt het piramideveld van Gizeh (de drie grote)?,3,,nieuw-2026-09,1270
Gebouwen en infrastructuur,Hoeveel bekende piramides telt Egypte in totaal bij benadering (in tientallen afgerond)?,120,,nieuw-2026-09,1271
Gebouwen en infrastructuur,Hoeveel kilometer lang is de Suezkanaal (in tientallen km afgerond)?,190,,nieuw-2026-09,1272
Gebouwen en infrastructuur,Hoeveel jaar duurde de bouw van de Grote Sfinx bij benadering (in tientallen jaar afgerond)?,20,,nieuw-2026-09,1273
Geschiedenis,In welk jaar werd Nelson Mandela vrijgelaten uit de gevangenis?,1990,,nieuw-2026-09,1274
Geschiedenis,In welk jaar werd Zuid-Afrika officieel anti-apartheid democratie met Mandela als president?,1994,,nieuw-2026-09,1275
Geschiedenis,In welk jaar werd Egypte officieel onafhankelijk van Groot-Brittannië?,1922,,nieuw-2026-09,1276
Geschiedenis,In welk jaar viel Carthago aan de Romeinen tijdens de Derde Punische Oorlog?,146,,nieuw-2026-09,1277
Geschiedenis,Hoeveel jaar duurde de apartheid in Zuid-Afrika (1948-1994)?,46,,nieuw-2026-09,1278
Geschiedenis,Hoeveel Wonderen van de Oude Wereld stonden er in Egypte?,1,,nieuw-2026-09,1279
Geschiedenis,Hoeveel jaar regeerde Cleopatra VII bij benadering (in tientallen jaar afgerond)?,20,,nieuw-2026-09,1280
Dieren,Hoeveel dieren bevat de klassieke Big Five van Afrika?,5,,nieuw-2026-09,1281
Dieren,Hoeveel kilometer per uur kan een cheetah sprinten (afgerond op tientallen)?,110,,nieuw-2026-09,1282
Dieren,Hoeveel kilogram weegt een volwassen Afrikaanse olifant mannetje afgerond op duizendtallen?,6000,,nieuw-2026-09,1283
Dieren,Hoeveel kilogram weegt een volwassen Nijlpaard afgerond op honderdtallen?,1500,,nieuw-2026-09,1284
Dieren,Hoeveel meter lang kan een volwassen Nijlkrokodil worden afgerond op halve meters?,5,,nieuw-2026-09,1285
Dieren,Hoeveel procent van de leeuwenpopulatie leeft in Sub-Sahara Afrika (afgerond op tientallen)?,90,,nieuw-2026-09,1286
Dieren,Hoeveel bijenkorven producert de gemiddelde Ethiopische bijenhouder per jaar?,0,,nieuw-2026-09,1287
Geografie,Hoeveel meter hoog is de Victoriawatervallen afgerond op tientallen?,110,,nieuw-2026-09,1288
Geografie,Hoeveel meter breed is de Victoriawatervallen bij benadering (in honderden meters afgerond)?,1700,,nieuw-2026-09,1289
Milieu en duurzaamheid,Hoeveel procent van de Sahara was ooit groen tijdens de Groene Sahara periode (afgerond op tientallen)?,100,,nieuw-2026-09,1290
Eten & drinken,Hoeveel landen produceren koffie in Afrika bij benadering (in tientallen afgerond)?,30,,nieuw-2026-09,1291
Eten & drinken,Hoeveel kilogram koffie produceert Ethiopië jaarlijks bij benadering (in miljoenen kilogram afgerond op honderdtallen)?,400,,nieuw-2026-09,1292
Muziek,Hoeveel snaren heeft de West-Afrikaanse kora bij benadering (in tientallen)?,20,,nieuw-2026-09,1293
Muziek,Hoeveel snaren heeft de klassieke Afrikaanse kora traditioneel?,21,,nieuw-2026-09,1294
Muziek,Hoeveel snaren heeft de West-Afrikaanse djembé als trommel?,0,,nieuw-2026-09,1295
Politiek en recht,Hoeveel landen zijn lid van de Afrikaanse Unie (2024)?,55,,nieuw-2026-09,1296
Politiek en recht,Hoeveel landen gebruiken de West-Afrikaanse CFA frank bij benadering (in tientallen afgerond)?,10,,nieuw-2026-09,1297
Politiek en recht,Hoeveel landen gebruiken de Centraal-Afrikaanse CFA frank?,6,,nieuw-2026-09,1298
Geografie,Hoeveel territoria heeft Australië naast de staten?,2,,nieuw-2026-09,1299
Geografie,Hoeveel provincies heeft Nieuw-Zeeland bij benadering (in tientallen afgerond - regions)?,20,,nieuw-2026-09,1300
Geografie,Hoeveel hoofdeilanden heeft Nieuw-Zeeland?,2,,nieuw-2026-09,1301
Geografie,Hoeveel kilometer lang is de Great Barrier Reef bij benadering (in duizenden km afgerond)?,2,,nieuw-2026-09,1302
Geografie,Hoeveel eilanden telt het Great Barrier Reef bij benadering (in honderden afgerond)?,900,,nieuw-2026-09,1303
Geografie,Hoeveel eilanden heeft Fiji bij benadering (in honderden afgerond)?,300,,nieuw-2026-09,1304
Geografie,Hoeveel eilanden heeft Papoea-Nieuw-Guinea bij benadering (in honderden afgerond)?,600,,nieuw-2026-09,1305
Geografie,Hoeveel meter hoog is Mount Cook (Aoraki) afgerond op honderdtallen?,3700,,nieuw-2026-09,1306
Geografie,Hoeveel meter hoog is Uluru (Ayers Rock) afgerond op tientallen?,350,,nieuw-2026-09,1307
Geografie,Hoeveel nationale parken telt Australië bij benadering (in honderden afgerond)?,500,,nieuw-2026-09,1308
Geografie,Hoeveel kilometer lang is de Australische kustlijn bij benadering (in duizenden km afgerond)?,50,,nieuw-2026-09,1309
Gebouwen en infrastructuur,Hoeveel schelpvormige panelen bedekken het dak van de Sydney Opera House bij benadering (in miljoenen)?,1,,nieuw-2026-09,1310
Gebouwen en infrastructuur,Hoeveel verdiepingen heeft de Q1 Tower in Gold Coast (tallest in Australië)?,78,,nieuw-2026-09,1311
Gebouwen en infrastructuur,Hoeveel boogpartijen heeft de Sydney Harbour Bridge?,1,,nieuw-2026-09,1312
Gebouwen en infrastructuur,Hoeveel rivieren bruggen telt Sydney Harbour?,0,,nieuw-2026-09,1313
Dieren,Hoeveel buideldierensoorten bevat de klassieke Australische megafauna lijst bij benadering (in tientallen)?,20,,nieuw-2026-09,1314
Dieren,Hoeveel kg weegt een volwassen mannelijke kangoeroe afgerond op tientallen?,90,,nieuw-2026-09,1315
Dieren,Hoeveel uur per dag slaapt een koala bij benadering (in tientallen uur afgerond)?,20,,nieuw-2026-09,1316
Dieren,Hoeveel soorten kangoeroes bevat de macropod-familie bij benadering (in tientallen afgerond)?,50,,nieuw-2026-09,1317
Dieren,Hoeveel cm lang wordt een volwassen emoe vrouwtje bij benadering (in tientallen cm)?,150,,nieuw-2026-09,1318
Dieren,Hoeveel giftige spinnensoorten kent Australië bij benadering (in tientallen afgerond)?,40,,nieuw-2026-09,1319
Dieren,Hoeveel van de 10 giftigste slangen ter wereld komen voor in Australië?,0,,nieuw-2026-09,1320
Sport,Hoeveel keer won Nieuw-Zeeland de Rugby World Cup bij de mannen tot 2023?,3,,nieuw-2026-09,1321
Sport,Hoeveel keer won Australië de Rugby World Cup bij de mannen tot 2023?,2,,nieuw-2026-09,1322
Sport,Hoeveel spelers staat er per ploeg op het veld bij een rugby league-wedstrijd?,13,,nieuw-2026-09,1323
Sport,Hoeveel Australische Open titels won Novak Djokovic tot 2024?,10,,nieuw-2026-09,1324
Sport,Hoeveel dagen duurt de Tour Down Under wielrennen?,6,,nieuw-2026-09,1325
Muziek,Hoeveel Grammy won de Australische band AC/DC bij benadering (in tientallen afgerond)?,0,,nieuw-2026-09,1326
Muziek,Hoeveel albums bracht AC/DC uit tot 2024 (studioalbums)?,17,,nieuw-2026-09,1327
Muziek,Hoeveel albums bracht de Australische band Midnight Oil uit bij benadering (in tientallen afgerond)?,10,,nieuw-2026-09,1328
Films en series,Hoeveel Oscars won de film Mad Max Fury Road?,6,,nieuw-2026-09,1329
Films en series,Hoeveel Mad Max films zijn er in totaal gemaakt?,5,,nieuw-2026-09,1330
Films en series,Hoeveel uur duurt de film Avatar: The Way of Water bij benadering (in hele uren afgerond)?,3,,nieuw-2026-09,1331
Politiek en recht,Hoeveel zetels telt het Australische Huis van Afgevaardigden (House of Representatives) bij benadering (in tientallen afgerond)?,150,,nieuw-2026-09,1332
Politiek en recht,Hoeveel zetels telt de Nieuw-Zeelandse Kamer van Afgevaardigden?,120,,nieuw-2026-09,1333
Politiek en recht,Hoeveel landen telt Oceanië bij benadering (in tientallen afgerond)?,10,,nieuw-2026-09,1334
Politiek en recht,Hoeveel landen telt het Pacific Islands Forum bij benadering (in tientallen afgerond)?,20,,nieuw-2026-09,1335
Geografie,Hoeveel landen telt Midden-Amerika (inclusief Mexico bij sommige tellingen) bij benadering (in tientallen afgerond)?,10,,nieuw-2026-09,1336
Geografie,Hoeveel landen grenzen aan Peru?,5,,nieuw-2026-09,1337
Geografie,Hoeveel landen grenzen aan Colombia?,5,,nieuw-2026-09,1338
Geografie,Hoeveel landen grenzen aan Argentinië?,5,,nieuw-2026-09,1339
Geografie,Hoeveel kilometer lang is de Amazone rivier bij benadering (in duizenden km afgerond)?,7,,nieuw-2026-09,1340
Geografie,Hoeveel landen deelt het Amazonebekken bij benadering (in tientallen afgerond)?,10,,nieuw-2026-09,1341
Geografie,Hoeveel vierkante kilometer beslaat het Amazone regenwoud bij benadering (in miljoenen km² afgerond)?,6,,nieuw-2026-09,1342
Geografie,Hoeveel kilometer lang is de Andes bergketen bij benadering (in duizenden km afgerond)?,7,,nieuw-2026-09,1343
Geografie,Hoeveel landen deelt de Andes bergketen bij benadering (in tientallen afgerond)?,10,,nieuw-2026-09,1344
Geografie,Hoeveel meter hoog is de Aconcagua (hoogste piek van de Andes en buiten-Azië) afgerond op honderdtallen?,7000,,nieuw-2026-09,1345
Geografie,Hoeveel meter hoog is de Angel Falls (Salto Angel) afgerond op honderdtallen?,900,,nieuw-2026-09,1346
Geografie,Hoeveel meter hoog is de Titicaca meer boven zeeniveau afgerond op honderdtallen?,3800,,nieuw-2026-09,1347
Gebouwen en infrastructuur,Hoeveel meter lang is het Panamakanaal (in tientallen km afgerond)?,80,,nieuw-2026-09,1348
Gebouwen en infrastructuur,Hoeveel sluizen heeft het Panamakanaal bij benadering (in tientallen afgerond)?,10,,nieuw-2026-09,1349
Gebouwen en infrastructuur,Hoeveel kilometer lang is de Metro van Mexico-Stad netwerk bij benadering (in honderden km afgerond)?,200,,nieuw-2026-09,1350
Gebouwen en infrastructuur,Hoeveel verdiepingen heeft de Gran Torre Santiago in Chili (tallest in Latijns-Amerika)?,62,,nieuw-2026-09,1351
Gebouwen en infrastructuur,Hoeveel verdiepingen heeft het woontoren BD Bacatá in Bogotá bij benadering (in tientallen afgerond)?,60,,nieuw-2026-09,1352
Gebouwen en infrastructuur,Hoeveel kilometer lang is de Christus Redentor standbeeld hoogte in meters afgerond op tientallen?,40,,nieuw-2026-09,1353
Gebouwen en infrastructuur,Hoeveel meter hoog is de Christus Redentor standbeeld (met sokkel)?,40,,nieuw-2026-09,1354
Geschiedenis,In welk year ontdekte Columbus Amerika (de eerste reis)?,1492,,nieuw-2026-09,1355
Geschiedenis,In welk jaar viel het Azteekse rijk aan de Spanjaarden onder Cortés?,1521,,nieuw-2026-09,1356
Geschiedenis,In welk jaar viel het Inca-rijk aan de Spanjaarden onder Pizarro?,1533,,nieuw-2026-09,1357
Geschiedenis,In welk jaar werd Brazilië officieel onafhankelijk van Portugal?,1822,,nieuw-2026-09,1358
Geschiedenis,Hoeveel jaar duurde de rubberboom-crisis in de Amazone bij benadering (in tientallen jaar afgerond)?,40,,nieuw-2026-09,1359
Dieren,Hoeveel soorten vogels telt de Amazone bij benadering (in honderden afgerond)?,1300,,nieuw-2026-09,1360
Dieren,Hoeveel soorten dieren telt het Amazone regenwoud bij benadering (in miljoenen - schatting afgerond op tientallen van miljoenen)?,10,,nieuw-2026-09,1361
Dieren,Hoeveel kilogram weegt een volwassen jaguar mannetje afgerond op tientallen?,100,,nieuw-2026-09,1362
Dieren,Hoeveel meter lang kan een groene anaconda worden afgerond op hele meters?,6,,nieuw-2026-09,1363
Dieren,Hoeveel soorten apen telt het Amazonegebied bij benadering (in tientallen afgerond)?,100,,nieuw-2026-09,1364
Eten & drinken,Hoeveel kilogram koffie produceert Brazilië jaarlijks bij benadering (in miljoenen zakken afgerond op tientallen)?,60,,nieuw-2026-09,1365
Eten & drinken,Hoeveel procent van de wereldkoffie wordt geproduceerd door Brazilië (afgerond op tientallen)?,30,,nieuw-2026-09,1366
Eten & drinken,Hoeveel liter mate theedrinkt de gemiddelde Argentijn per jaar bij benadering (in tientallen liters)?,50,,nieuw-2026-09,1367
Eten & drinken,Hoeveel kilogram rundvlees eet de gemiddelde Argentijn per jaar bij benadering (in tientallen kg afgerond)?,50,,nieuw-2026-09,1368
Muziek,Hoeveel snaren heeft de klassieke Mexicaanse mariachi-gitarron (bajo sexto)?,12,,nieuw-2026-09,1369
Muziek,Hoeveel muzikanten heeft een klassieke mariachi band bij benadering (in tientallen afgerond)?,10,,nieuw-2026-09,1370
Muziek,Hoeveel dansstijlen worden er klassiek onderscheiden in de Cubaanse rumba-familie (drie hoofdstijlen)?,3,,nieuw-2026-09,1371
Sport,Hoeveel keer won Brazilië de FIFA World Cup voetbal bij de mannen (2024)?,5,,nieuw-2026-09,1372
Sport,Hoeveel keer won Argentinië de FIFA World Cup voetbal bij de mannen (2024)?,3,,nieuw-2026-09,1373
Sport,Hoeveel keer won Uruguay de FIFA World Cup voetbal bij de mannen?,2,,nieuw-2026-09,1374
Sport,Hoeveel Copa América titels won Argentinië tot 2024?,16,,nieuw-2026-09,1375
Sport,Hoeveel keer was Brazilië gastheer van de FIFA World Cup?,2,,nieuw-2026-09,1376
Politiek en recht,Hoeveel staten heeft Brazilië?,26,,nieuw-2026-09,1377
Politiek en recht,Hoeveel staten heeft Mexico?,32,,nieuw-2026-09,1378
Politiek en recht,Hoeveel provincies heeft Argentinië (inclusief de hoofdstad als aparte provincie)?,24,,nieuw-2026-09,1379
Politiek en recht,Hoeveel leden telt de Mercosur handelsblok als volwaardige leden?,4,,nieuw-2026-09,1380
Politiek en recht,Hoeveel landen telt de CELAC organisatie bij benadering (in tientallen afgerond)?,30,,nieuw-2026-09,1381
Geografie,Hoeveel landen grenzen aan Zuid-Afrika?,6,,nieuw-2026-09-afrika,1382
Geografie,Hoeveel landen grenzen aan Kenia?,5,,nieuw-2026-09-afrika,1383
Geografie,Hoeveel landen grenzen aan Tanzania?,8,,nieuw-2026-09-afrika,1384
Geografie,Hoeveel landen grenzen aan Egypte?,4,,nieuw-2026-09-afrika,1385
Geografie,Hoeveel landen grenzen aan Niger?,7,,nieuw-2026-09-afrika,1386
Geografie,Hoeveel landen grenzen aan Mali?,7,,nieuw-2026-09-afrika,1387
Geografie,Hoeveel landen grenzen aan Algerije?,7,,nieuw-2026-09-afrika,1388
Geografie,Hoeveel landen grenzen aan Libië?,6,,nieuw-2026-09-afrika,1389
Geografie,Hoeveel landen grenzen aan Soedan?,7,,nieuw-2026-09-afrika,1390
Geografie,Hoeveel landen grenzen aan Ethiopië?,6,,nieuw-2026-09-afrika,1391
Geografie,Hoeveel landen grenzen aan Congo-Kinshasa?,9,,nieuw-2026-09-afrika,1392
Geografie,Hoeveel landen grenzen aan Angola?,4,,nieuw-2026-09-afrika,1393
Geografie,Hoeveel landen grenzen aan Mozambique?,6,,nieuw-2026-09-afrika,1394
Geografie,Hoeveel landen grenzen aan Nigeria?,4,,nieuw-2026-09-afrika,1395
Geografie,Hoeveel landen grenzen aan Ghana?,3,,nieuw-2026-09-afrika,1396
Geografie,Hoeveel landen grenzen aan Kameroen?,6,,nieuw-2026-09-afrika,1397
Geografie,Hoeveel landen grenzen aan Tsjaad?,6,,nieuw-2026-09-afrika,1398
Geografie,Hoeveel landen grenzen aan Oeganda?,5,,nieuw-2026-09-afrika,1399
Geografie,Hoeveel Afrikaanse landen liggen aan de Rode Zee?,6,,nieuw-2026-09-afrika,1400
Geografie,Hoeveel kilometer lang is de Kongorivier bij benadering (in duizenden km afgerond)?,5,,nieuw-2026-09-afrika,1401
Geografie,Hoeveel kilometer lang is de Nigerrivier bij benadering (in duizenden km afgerond)?,4,,nieuw-2026-09-afrika,1402
Geografie,Hoeveel kilometer lang is de Zambezirivier bij benadering (in duizenden km afgerond)?,3,,nieuw-2026-09-afrika,1403
Geografie,Hoeveel meter hoog is Mount Kenya afgerond op honderdtallen?,5200,,nieuw-2026-09-afrika,1404
Geografie,"Hoeveel meter hoog is de Toubkal, hoogste piek van het Atlasgebergte, afgerond op honderdtallen?",4200,,nieuw-2026-09-afrika,1405
Geschiedenis,In welk jaar werd Kenia onafhankelijk van Groot-Brittannië?,1963,,nieuw-2026-09-afrika,1406
Geschiedenis,In welk jaar werd Nigeria onafhankelijk?,1960,,nieuw-2026-09-afrika,1407
Geschiedenis,In welk jaar werd Ghana als eerste Afrikaanse kolonie onafhankelijk?,1957,,nieuw-2026-09-afrika,1408
Geschiedenis,In welk jaar had Zuid-Afrika zijn eerste vrije verkiezingen na de apartheid?,1994,,nieuw-2026-09-afrika,1409
Geschiedenis,Hoeveel jaar duurde de Biafra-oorlog?,3,,nieuw-2026-09-afrika,1410
Geschiedenis,Hoeveel keer meer pyramides telt Soedan dan Egypte bij benadering?,2,,nieuw-2026-09-afrika,1411
Dieren,Hoeveel kilometer per uur sprint een leeuw afgerond op tientallen?,80,,nieuw-2026-09-afrika,1412
Dieren,Hoeveel kilogram weegt een volwassen witte neushoorn afgerond op duizendtallen?,2000,,nieuw-2026-09-afrika,1413
Dieren,Hoeveel kilogram weegt een volwassen giraffe afgerond op honderdtallen?,1200,,nieuw-2026-09-afrika,1414
Dieren,Hoeveel meter lang wordt een Afrikaanse olifant afgerond op hele meters?,7,,nieuw-2026-09-afrika,1415
Dieren,Hoeveel soorten lemuren telt Madagaskar bij benadering (in tientallen)?,100,,nieuw-2026-09-afrika,1416
Eten & drinken,Hoeveel procent van de wereldcacao komt uit West-Afrika afgerond op tientallen?,70,,nieuw-2026-09-afrika,1417
Milieu en duurzaamheid,Hoeveel miljoen gnoes doen mee aan de Grote Migratie in de Serengeti (afgerond op miljoenen)?,2,,nieuw-2026-09-afrika,1418
Politiek en recht,Hoeveel zetels telt het Zuid-Afrikaanse parlement (National Assembly)?,400,,nieuw-2026-09-afrika,1419
Politiek en recht,Hoeveel officiële talen telt Zuid-Afrika sinds 2023?,12,,nieuw-2026-09-afrika,1420
Muziek,Hoeveel snaren heeft de Ethiopische krar bij benadering (in tientallen afgerond)?,10,,nieuw-2026-09-afrika,1421
Geografie,Hoeveel landen liggen er in Melanesië?,4,,nieuw-2026-09-oceanie,1422
Geografie,Hoeveel tijdzones heeft Australië?,3,,nieuw-2026-09-oceanie,1423
Geografie,Hoeveel tijdzones heeft Nieuw-Zeeland?,2,,nieuw-2026-09-oceanie,1424
Geografie,"Hoeveel meter hoog is Mount Kosciuszko, het hoogste punt van Australië, afgerond op honderdtallen?",2200,,nieuw-2026-09-oceanie,1425
Geografie,Hoeveel kilometer lang is de Murrayrivier bij benadering (in duizenden km afgerond)?,3,,nieuw-2026-09-oceanie,1426
Geografie,Hoeveel procent van Australië bestaat uit woestijn of droog gebied (afgerond op tientallen)?,70,,nieuw-2026-09-oceanie,1427
Geografie,"Hoeveel miljoen inwoners heeft Australië (2024, afgerond)?",27,,nieuw-2026-09-oceanie,1428
Geografie,"Hoeveel miljoen inwoners heeft Nieuw-Zeeland (2024, afgerond)?",5,,nieuw-2026-09-oceanie,1429
Geografie,Hoeveel staatjes telt Micronesië als federatie?,4,,nieuw-2026-09-oceanie,1430
Gebouwen en infrastructuur,Hoeveel meter hoog is de Sydney Tower afgerond op tientallen?,310,,nieuw-2026-09-oceanie,1431
Gebouwen en infrastructuur,Hoeveel verdiepingen heeft de Eureka Tower in Melbourne?,91,,nieuw-2026-09-oceanie,1432
Dieren,Hoeveel soorten vogels telt Australië bij benadering (in honderden afgerond)?,800,,nieuw-2026-09-oceanie,1433
Dieren,Hoeveel kilogram weegt een volwassen emoe afgerond op tientallen?,50,,nieuw-2026-09-oceanie,1434
Dieren,Hoeveel eieren legt een kangoeroe per worp?,0,,nieuw-2026-09-oceanie,1435
Dieren,Hoeveel meter lang wordt een zoutwaterkrokodil maximaal afgerond op hele meters?,6,,nieuw-2026-09-oceanie,1436
Dieren,Hoeveel kilogram weegt een volwassen wombat afgerond op tientallen?,30,,nieuw-2026-09-oceanie,1437
Sport,Hoeveel keer was Australië gastheer van de zomer-Olympische Spelen (tot 2032)?,3,,nieuw-2026-09-oceanie,1438
Sport,Hoeveel keer was Nieuw-Zeeland gastheer van de Rugby World Cup bij de mannen?,2,,nieuw-2026-09-oceanie,1439
Sport,Hoeveel gouden medailles won Australië op de Olympische Zomerspelen 2024?,18,,nieuw-2026-09-oceanie,1440
Muziek,Hoeveel studioalbums bracht Kylie Minogue uit bij benadering (in tientallen afgerond)?,15,,nieuw-2026-09-oceanie,1441
Films en series,Hoeveel Oscars won de film The Piano (1993)?,3,,nieuw-2026-09-oceanie,1442
Films en series,Hoeveel Oscars won Gladiator (2000)?,5,,nieuw-2026-09-oceanie,1443
Politiek en recht,Hoeveel staten en territoria telt Australië samen?,8,,nieuw-2026-09-oceanie,1444
Politiek en recht,Hoeveel jaar duurt een termijn van het Australische Huis van Afgevaardigden?,3,,nieuw-2026-09-oceanie,1445
Politiek en recht,Hoeveel jaar duurt een termijn van het Nieuw-Zeelandse parlement?,3,,nieuw-2026-09-oceanie,1446
Geografie,Hoeveel landen grenzen aan Bolivia?,5,,nieuw-2026-09-latijns_amerika,1447
Geografie,Hoeveel landen grenzen aan Venezuela?,3,,nieuw-2026-09-latijns_amerika,1448
Geografie,Hoeveel landen grenzen aan Ecuador?,2,,nieuw-2026-09-latijns_amerika,1449
Geografie,Hoeveel landen grenzen aan Paraguay?,3,,nieuw-2026-09-latijns_amerika,1450
Geografie,Hoeveel landen grenzen aan Uruguay?,2,,nieuw-2026-09-latijns_amerika,1451
Geografie,Hoeveel landen grenzen aan Chili?,3,,nieuw-2026-09-latijns_amerika,1452
Geografie,Hoeveel landen grenzen aan Guatemala?,4,,nieuw-2026-09-latijns_amerika,1453
Geografie,Hoeveel landen grenzen aan Panama?,2,,nieuw-2026-09-latijns_amerika,1454
Geografie,Hoeveel landen grenzen aan Honduras?,3,,nieuw-2026-09-latijns_amerika,1455
Geografie,Hoeveel landen grenzen aan Nicaragua?,2,,nieuw-2026-09-latijns_amerika,1456
Geografie,Hoeveel landen grenzen aan Costa Rica?,2,,nieuw-2026-09-latijns_amerika,1457
Geografie,"Hoeveel miljoen inwoners heeft Brazilië (2024, afgerond op honderdtallen)?",200,,nieuw-2026-09-latijns_amerika,1458
Geografie,"Hoeveel miljoen inwoners heeft Mexico (2024, afgerond op honderdtallen)?",100,,nieuw-2026-09-latijns_amerika,1459
Geografie,"Hoeveel miljoen inwoners heeft Argentinië (2024, afgerond op tientallen)?",50,,nieuw-2026-09-latijns_amerika,1460
Geografie,"Hoeveel miljoen inwoners heeft Colombia (2024, afgerond op tientallen)?",50,,nieuw-2026-09-latijns_amerika,1461
